Order_ID,Country,Category,Unit_Price,Quantity,Order_Date,Total_Amount
62,Canada,Books,180.72,5,2/14/2025,903.6
63,UK,Electronics,39.36,2,9/21/2025,78.72
64,Brazil,Fashion,261.93,2,3/12/2025,523.86
65,UK,Grocery,38.47,7,4/13/2025,269.29
66,Brazil,Sports,401.18,8,5/5/2025,3209.44
67,Pakistan,Grocery,120.69,8,10/13/2025,965.52
68,Australia,Beauty,272.31,4,8/18/2025,1089.24
69,Germany,Beauty,440.64,1,5/26/2025,440.64
70,China,Grocery,327.18,7,7/16/2025,2290.26
71,Australia,Beauty,268.81,1,8/9/2025,268.81
72,UAE,Electronics,165.55,4,3/1/2025,662.2
73,UK,Toys,169.84,8,4/8/2025,1358.72
74,UAE,Beauty,336.4,2,6/20/2025,672.8
75,Australia,Home Decor,497.1,6,6/22/2025,2982.6
76,Brazil,Beauty,332.61,6,5/31/2025,1995.66
77,China,Fashion,281.1,9,5/2/2025,2529.9
78,China,Electronics,366.67,5,4/18/2025,1833.35
79,USA,Fashion,235.28,4,1/4/2025,941.12
80,China,Fashion,34.77,5,4/3/2025,173.85
81,Germany,Home Decor,283.34,5,1/6/2025,1416.7
82,China,Electronics,479.02,8,10/15/2025,3832.16
83,Australia,Electronics,91.77,8,4/16/2025,734.16
84,USA,Books,346.55,2,5/26/2025,693.1
85,Australia,Electronics,104.46,7,9/28/2025,731.22
86,Australia,Electronics,270.23,8,4/6/2025,2161.84
87,India,Electronics,52.85,6,8/17/2025,317.1
88,USA,Home Decor,227.93,5,7/21/2025,1139.65
89,Australia,Beauty,379.3,9,7/31/2025,3413.7
90,India,Books,177.05,3,1/6/2025,531.15
91,India,Fashion,334.13,4,4/22/2025,1336.52
92,USA,Electronics,398.75,9,4/16/2025,3588.75
93,UAE,Sports,463.95,6,5/19/2025,2783.7
94,Brazil,Beauty,121.15,8,10/26/2025,969.2
95,Germany,Beauty,202.66,7,4/6/2025,1418.62
96,Brazil,Fashion,80.45,2,10/24/2025,160.9
97,China,Home Decor,496.28,3,8/2/2025,1488.84
98,Germany,Grocery,463.87,1,10/18/2025,463.87
99,China,Grocery,272.28,9,1/22/2025,2450.52
100,Australia,Beauty,421.81,7,7/12/2025,2952.67
101,UK,Toys,262.87,1,5/30/2025,262.87
102,USA,Toys,313.67,3,9/4/2025,941.01
103,Germany,Fashion,49.12,4,9/24/2025,196.48
104,Germany,Grocery,378.86,4,9/8/2025,1515.44
105,Australia,Beauty,68.22,5,1/3/2025,341.1
106,UAE,Home Decor,413.9,3,3/17/2025,1241.7
107,India,Grocery,392.1,3,3/28/2025,1176.3
108,Australia,Beauty,355.83,1,9/27/2025,355.83
109,Canada,Beauty,22.9,7,8/13/2025,160.3
110,India,Electronics,155.05,1,1/18/2025,155.05
111,USA,Home Decor,135.24,2,4/23/2025,270.48
112,India,Electronics,183.27,4,9/8/2025,733.08
113,UAE,Fashion,48.38,4,8/21/2025,193.52
114,India,Electronics,468.79,5,10/6/2025,2343.95
115,USA,Sports,279.13,2,7/21/2025,558.26
116,UAE,Electronics,156.23,4,3/24/2025,624.92
117,Brazil,Sports,201.51,1,5/5/2025,201.51
118,Germany,Grocery,226.37,2,6/24/2025,452.74
119,Germany,Toys,302.29,1,3/10/2025,302.29
120,China,Books,260.26,4,2/16/2025,1041.04
121,Brazil,Books,460.1,4,9/13/2025,1840.4
122,Brazil,Beauty,251,7,8/3/2025,1757
123,India,Books,496.12,9,1/30/2025,4465.08
124,Germany,Sports,426.46,9,10/8/2025,3838.14
125,USA,Home Decor,108.21,5,8/25/2025,541.05
126,Pakistan,Electronics,465.64,1,9/5/2025,465.64
127,Pakistan,Sports,62.6,1,1/25/2025,62.6
128,UAE,Home Decor,409.64,6,3/15/2025,2457.84
129,Germany,Toys,193.41,2,7/25/2025,386.82
130,Germany,Books,439.6,8,4/4/2025,3516.8
131,Pakistan,Toys,434.69,9,5/7/2025,3912.21
132,Germany,Books,403.93,4,1/25/2025,1615.72
133,India,Electronics,396.07,5,4/26/2025,1980.35
134,Canada,Fashion,155.82,8,2/17/2025,1246.56
135,UK,Electronics,45.06,3,8/14/2025,135.18
136,Brazil,Grocery,204.48,5,9/23/2025,1022.4
137,China,Sports,90.89,3,4/9/2025,272.67
138,UAE,Beauty,349,3,1/11/2025,1047
139,Canada,Fashion,176.32,3,3/26/2025,528.96
140,Pakistan,Electronics,487.93,7,8/2/2025,3415.51
141,Brazil,Home Decor,322.28,7,6/22/2025,2255.96
142,Germany,Fashion,412.13,7,7/28/2025,2884.91
143,China,Sports,70.6,8,3/5/2025,564.8
144,Germany,Books,431.7,5,9/15/2025,2158.5
145,USA,Fashion,461.76,5,5/1/2025,2308.8
146,USA,Books,246.1,4,10/25/2025,984.4
147,China,Sports,305.1,7,2/23/2025,2135.7
148,China,Electronics,383.58,4,9/29/2025,1534.32
149,Pakistan,Sports,91.55,2,8/29/2025,183.1
150,China,Fashion,253.77,4,8/31/2025,1015.08
151,India,Home Decor,202.34,8,1/18/2025,1618.72
152,Germany,Toys,77.46,9,7/6/2025,697.14
153,Canada,Fashion,186.93,3,5/24/2025,560.79
154,Australia,Sports,38.75,7,9/19/2025,271.25
155,China,Toys,17.78,9,8/27/2025,160.02
156,UAE,Sports,71.91,4,10/31/2025,287.64
157,USA,Home Decor,481.74,3,10/25/2025,1445.22
158,India,Sports,277.02,5,3/17/2025,1385.1
159,Brazil,Electronics,483.08,1,7/7/2025,483.08
160,Australia,Beauty,219.09,3,9/3/2025,657.27
161,Canada,Books,159.35,8,5/10/2025,1274.8
162,Australia,Books,255.54,8,10/10/2025,2044.32
163,China,Fashion,222.56,4,3/20/2025,890.24
164,Pakistan,Beauty,57.3,2,3/13/2025,114.6
165,USA,Sports,322.21,8,9/20/2025,2577.68
166,USA,Home Decor,111.94,8,7/10/2025,895.52
167,Brazil,Fashion,311.7,4,3/4/2025,1246.8
168,Pakistan,Sports,326.85,3,1/12/2025,980.55
169,Germany,Toys,80.25,2,5/21/2025,160.5
170,UK,Grocery,35.37,9,9/11/2025,318.33
171,India,Sports,391.48,1,2/12/2025,391.48
172,USA,Beauty,232.6,7,1/17/2025,1628.2
173,UAE,Fashion,33.79,5,3/4/2025,168.95
174,USA,Beauty,497.46,8,9/10/2025,3979.68
175,Australia,Fashion,33.6,4,10/19/2025,134.4
176,USA,Sports,349.04,7,1/8/2025,2443.28
177,USA,Electronics,491.92,5,3/31/2025,2459.6
178,UK,Toys,123.39,5,7/27/2025,616.95
179,UK,Sports,75.41,9,10/19/2025,678.69
180,Canada,Books,65.09,9,10/11/2025,585.81
181,Germany,Beauty,155.12,9,4/28/2025,1396.08
182,UAE,Grocery,55.02,6,6/24/2025,330.12
183,USA,Grocery,347.62,6,3/17/2025,2085.72
184,USA,Home Decor,35.83,5,4/11/2025,179.15
185,India,Fashion,257.16,9,5/31/2025,2314.44
186,UK,Beauty,498.36,8,9/27/2025,3986.88
187,UAE,Home Decor,407.92,7,3/12/2025,2855.44
188,Brazil,Beauty,309.53,7,6/29/2025,2166.71
189,Canada,Books,156.6,6,5/4/2025,939.6
190,Germany,Fashion,313.83,5,10/20/2025,1569.15
191,Pakistan,Sports,265.89,4,10/12/2025,1063.56
192,Germany,Sports,215.91,3,7/14/2025,647.73
193,Australia,Grocery,69.7,3,8/16/2025,209.1
194,USA,Sports,443.87,6,10/2/2025,2663.22
195,Canada,Sports,227.64,4,4/16/2025,910.56
196,Australia,Books,101.34,6,1/21/2025,608.04
197,UAE,Electronics,187.04,3,3/5/2025,561.12
198,Pakistan,Grocery,209.99,4,6/14/2025,839.96
199,UK,Home Decor,414.63,9,1/27/2025,3731.67
200,Canada,Toys,368.14,5,10/12/2025,1840.7
201,Canada,Electronics,385.81,7,5/28/2025,2700.67
202,USA,Home Decor,10.46,2,10/8/2025,20.92
203,China,Fashion,211,5,6/13/2025,1055
204,Canada,Electronics,243.27,9,8/12/2025,2189.43
205,India,Books,14.5,3,9/29/2025,43.5
206,Pakistan,Home Decor,133.61,9,5/26/2025,1202.49
207,Pakistan,Fashion,381.34,6,1/30/2025,2288.04
208,India,Grocery,72.87,4,2/14/2025,291.48
209,Brazil,Toys,269.98,7,10/2/2025,1889.86
210,India,Fashion,111.52,8,2/3/2025,892.16
211,India,Sports,11,6,5/21/2025,66
212,Pakistan,Beauty,124.39,5,8/9/2025,621.95
213,Germany,Fashion,488.06,6,1/22/2025,2928.36
214,Pakistan,Fashion,401.76,5,6/29/2025,2008.8
215,China,Toys,479.99,8,8/19/2025,3839.92
216,USA,Beauty,246.49,1,2/7/2025,246.49
217,Australia,Sports,59.32,7,3/11/2025,415.24
218,Germany,Home Decor,276.24,2,4/26/2025,552.48
219,UK,Home Decor,229.92,9,8/27/2025,2069.28
220,Australia,Fashion,422.96,1,5/28/2025,422.96
221,USA,Books,53.55,6,1/9/2025,321.3
222,China,Books,246.68,9,10/15/2025,2220.12
223,China,Beauty,79.27,1,2/19/2025,79.27
224,UK,Beauty,165.71,4,1/5/2025,662.84
225,Germany,Sports,369.99,4,5/6/2025,1479.96
226,Brazil,Toys,240.63,9,3/16/2025,2165.67
227,India,Grocery,191.06,5,6/14/2025,955.3
228,Germany,Home Decor,200.27,5,10/5/2025,1001.35
229,Brazil,Toys,232.43,6,10/27/2025,1394.58
230,China,Electronics,393.58,1,10/17/2025,393.58
231,Pakistan,Home Decor,446.58,1,3/18/2025,446.58
232,USA,Toys,477.89,9,10/25/2025,4301.01
233,UK,Home Decor,394.52,3,5/17/2025,1183.56
234,USA,Grocery,161.13,4,4/16/2025,644.52
235,UAE,Electronics,345.63,1,4/5/2025,345.63
236,UAE,Books,221.61,9,5/15/2025,1994.49
237,Germany,Books,131.06,8,3/9/2025,1048.48
238,China,Grocery,421.23,2,5/27/2025,842.46
239,China,Sports,24.02,8,6/8/2025,192.16
240,India,Electronics,451.37,7,6/12/2025,3159.59
241,India,Fashion,233.43,6,7/8/2025,1400.58
242,India,Toys,320.41,1,4/5/2025,320.41
243,Pakistan,Electronics,331.38,7,6/30/2025,2319.66
244,Australia,Sports,448.08,7,10/15/2025,3136.56
245,Canada,Sports,320.15,9,7/6/2025,2881.35
246,Australia,Grocery,308.9,1,5/18/2025,308.9
247,USA,Home Decor,37.99,2,5/10/2025,75.98
248,Australia,Electronics,261.61,9,7/13/2025,2354.49
249,Pakistan,Toys,79.33,9,9/30/2025,713.97
250,USA,Electronics,370.03,6,5/24/2025,2220.18
251,Australia,Beauty,258.55,6,1/16/2025,1551.3
252,Pakistan,Home Decor,341.71,4,10/29/2025,1366.84
253,Canada,Toys,25.63,4,9/2/2025,102.52
254,Australia,Books,46.97,5,4/17/2025,234.85
255,Pakistan,Toys,359.58,3,3/29/2025,1078.74
256,India,Fashion,40.68,1,5/9/2025,40.68
257,China,Grocery,40.27,1,1/4/2025,40.27
258,India,Fashion,10.99,7,4/5/2025,76.93
259,China,Toys,478.47,1,7/28/2025,478.47
260,UK,Home Decor,370.07,1,8/13/2025,370.07
261,UK,Electronics,179.86,3,2/16/2025,539.58
262,UK,Books,151.79,4,6/30/2025,607.16
263,Canada,Electronics,178.1,4,4/16/2025,712.4
264,India,Home Decor,388.45,2,7/18/2025,776.9
265,China,Toys,332.38,1,4/16/2025,332.38
266,Pakistan,Sports,96.67,3,10/7/2025,290.01
267,USA,Electronics,91.18,4,9/17/2025,364.72
268,Pakistan,Sports,53.71,3,4/18/2025,161.13
269,USA,Electronics,331.85,8,1/19/2025,2654.8
270,UAE,Electronics,383.36,1,10/23/2025,383.36
271,Pakistan,Books,136.2,2,6/20/2025,272.4
272,Australia,Grocery,15.37,7,7/14/2025,107.59
273,Australia,Grocery,45.67,4,1/12/2025,182.68
274,Germany,Beauty,484.09,8,7/14/2025,3872.72
275,India,Fashion,151.25,3,10/10/2025,453.75
276,USA,Home Decor,385.77,6,7/1/2025,2314.62
277,USA,Home Decor,314.21,9,11/1/2025,2827.89
278,India,Home Decor,194.06,1,5/24/2025,194.06
279,Canada,Beauty,106.82,1,7/1/2025,106.82
280,Germany,Grocery,65.09,8,1/30/2025,520.72
281,Canada,Toys,309.43,3,3/25/2025,928.29
282,Canada,Sports,388.44,5,6/15/2025,1942.2
283,Canada,Books,323.73,1,10/11/2025,323.73
284,India,Sports,267.5,5,10/8/2025,1337.5
285,Canada,Toys,25.77,6,4/6/2025,154.62
286,Australia,Books,484.4,8,9/23/2025,3875.2
287,UK,Beauty,400.36,3,10/25/2025,1201.08
288,UAE,Toys,149.95,3,10/23/2025,449.85
289,USA,Home Decor,490.09,9,8/13/2025,4410.81
290,USA,Fashion,302.93,4,2/11/2025,1211.72
291,UAE,Electronics,293.3,4,10/30/2025,1173.2
292,India,Sports,375.3,7,9/3/2025,2627.1
293,Pakistan,Grocery,406.83,2,7/27/2025,813.66
294,India,Grocery,329.96,8,8/25/2025,2639.68
295,USA,Beauty,68.41,6,1/22/2025,410.46
296,USA,Books,172.44,3,7/4/2025,517.32
297,UAE,Grocery,464.4,9,8/30/2025,4179.6
298,Canada,Home Decor,116.18,5,10/10/2025,580.9
299,India,Sports,189.22,8,2/10/2025,1513.76
300,China,Toys,218.88,7,6/11/2025,1532.16
301,UAE,Home Decor,222.51,8,6/9/2025,1780.08
302,Australia,Beauty,308.41,7,3/30/2025,2158.87
303,USA,Home Decor,471.82,3,1/12/2025,1415.46
304,UAE,Toys,124.14,2,3/14/2025,248.28
305,India,Fashion,65.14,7,3/17/2025,455.98
306,USA,Beauty,102.75,3,7/20/2025,308.25
307,Pakistan,Fashion,444.03,3,1/10/2025,1332.09
308,UAE,Electronics,324.68,2,8/14/2025,649.36
309,Germany,Fashion,146.52,4,6/25/2025,586.08
310,USA,Electronics,408.89,8,10/3/2025,3271.12
311,India,Electronics,431.38,1,2/8/2025,431.38
312,UK,Fashion,424.02,1,3/1/2025,424.02
313,China,Beauty,459.87,5,3/7/2025,2299.35
314,Brazil,Books,129.86,5,5/4/2025,649.3
315,Canada,Toys,378.75,1,6/13/2025,378.75
316,Brazil,Home Decor,232.97,6,6/8/2025,1397.82
317,India,Home Decor,421.79,1,2/26/2025,421.79
318,Australia,Toys,365.6,5,3/19/2025,1828
319,Australia,Sports,389.34,9,7/13/2025,3504.06
320,UK,Sports,329.8,5,10/12/2025,1649
321,Canada,Electronics,92.83,6,1/15/2025,556.98
322,Germany,Electronics,274.79,8,1/12/2025,2198.32
323,UK,Beauty,492.41,1,4/11/2025,492.41
324,Brazil,Grocery,469.01,2,6/5/2025,938.02
325,UK,Fashion,26.37,9,5/5/2025,237.33
326,Brazil,Electronics,86.58,3,10/7/2025,259.74
327,USA,Home Decor,70.21,6,4/20/2025,421.26
328,Australia,Beauty,364.36,5,5/26/2025,1821.8
329,USA,Fashion,409.8,2,8/4/2025,819.6
330,China,Beauty,110.69,7,6/11/2025,774.83
331,Canada,Fashion,255.4,4,5/8/2025,1021.6
332,Germany,Fashion,421.15,1,5/30/2025,421.15
333,Brazil,Toys,367.74,4,2/5/2025,1470.96
334,Germany,Electronics,273.41,6,6/22/2025,1640.46
335,Brazil,Books,297.22,7,1/22/2025,2080.54
336,India,Beauty,256.64,7,7/25/2025,1796.48
337,UK,Books,152.29,7,5/7/2025,1066.03
338,China,Beauty,284.69,3,8/5/2025,854.07
339,Australia,Toys,346,6,4/6/2025,2076
340,Brazil,Home Decor,437.29,8,6/13/2025,3498.32
341,Germany,Books,319.96,4,5/28/2025,1279.84
342,China,Home Decor,381.76,8,1/18/2025,3054.08
343,Pakistan,Sports,84.24,2,10/21/2025,168.48
344,Pakistan,Electronics,233.47,9,7/14/2025,2101.23
345,USA,Electronics,9.62,9,5/31/2025,86.58
346,Australia,Grocery,127.11,8,5/3/2025,1016.88
347,India,Toys,364.6,1,7/6/2025,364.6
348,Germany,Home Decor,495.95,2,5/29/2025,991.9
349,UK,Fashion,54.09,6,4/14/2025,324.54
350,UK,Beauty,203.74,5,8/31/2025,1018.7
351,Germany,Electronics,401.04,9,8/19/2025,3609.36
352,Canada,Books,106,5,7/25/2025,530
353,India,Beauty,279.77,2,7/17/2025,559.54
354,China,Beauty,367.87,4,3/28/2025,1471.48
355,Brazil,Grocery,309.91,9,5/22/2025,2789.19
356,Canada,Home Decor,98.07,1,7/18/2025,98.07
357,Brazil,Electronics,180.92,1,2/15/2025,180.92
358,Brazil,Beauty,392.98,7,10/15/2025,2750.86
359,Canada,Electronics,279.34,3,1/15/2025,838.02
360,USA,Fashion,7.59,2,2/13/2025,15.18
361,Pakistan,Grocery,381.69,9,6/18/2025,3435.21
362,Brazil,Fashion,22.48,3,2/13/2025,67.44
363,Canada,Electronics,374.14,2,4/8/2025,748.28
364,Canada,Sports,105.23,8,9/18/2025,841.84
365,UAE,Books,479.25,6,4/19/2025,2875.5
366,USA,Electronics,187.13,6,10/10/2025,1122.78
367,Australia,Home Decor,166.83,7,4/14/2025,1167.81
368,UAE,Beauty,78.7,7,9/13/2025,550.9
369,UAE,Beauty,156.27,6,7/25/2025,937.62
370,Germany,Fashion,438.94,4,2/12/2025,1755.76
371,Pakistan,Books,498.19,9,9/2/2025,4483.71
372,Canada,Grocery,187.31,6,10/14/2025,1123.86
373,Pakistan,Sports,227.06,4,9/30/2025,908.24
374,India,Toys,362.43,3,3/24/2025,1087.29
375,Germany,Books,443.67,4,4/20/2025,1774.68
376,Australia,Beauty,298.56,3,7/9/2025,895.68
377,Pakistan,Home Decor,198.81,2,10/15/2025,397.62
378,UK,Books,209.25,5,9/8/2025,1046.25
379,Brazil,Fashion,349.33,2,7/31/2025,698.66
380,India,Fashion,6.59,6,10/18/2025,39.54
381,USA,Toys,311.7,3,5/13/2025,935.1
382,Australia,Home Decor,180.97,6,7/20/2025,1085.82
383,India,Grocery,398.13,9,10/12/2025,3583.17
384,Brazil,Books,51.03,1,4/5/2025,51.03
385,Germany,Home Decor,296.16,6,10/5/2025,1776.96
386,Brazil,Grocery,243.08,9,8/7/2025,2187.72
387,UAE,Home Decor,322.95,4,3/30/2025,1291.8
388,Brazil,Home Decor,37.1,2,3/13/2025,74.2
389,UAE,Electronics,292.09,4,9/4/2025,1168.36
390,Germany,Fashion,282.93,1,5/9/2025,282.93
391,China,Books,282.53,3,7/31/2025,847.59
392,UAE,Home Decor,303.73,9,4/6/2025,2733.57
393,USA,Books,339.85,5,3/16/2025,1699.25
394,Brazil,Toys,403.47,6,2/23/2025,2420.82
395,Brazil,Home Decor,138.56,3,2/23/2025,415.68
396,USA,Beauty,413.4,5,8/6/2025,2067
397,UK,Fashion,251.64,8,1/16/2025,2013.12
398,Canada,Beauty,43.14,6,4/9/2025,258.84
399,China,Books,33.98,4,1/20/2025,135.92
400,Australia,Books,170.45,2,2/15/2025,340.9
401,UAE,Fashion,393.52,9,7/12/2025,3541.68
402,USA,Books,355.3,1,2/27/2025,355.3
403,Germany,Beauty,395.36,1,4/21/2025,395.36
404,UAE,Home Decor,261.05,4,5/9/2025,1044.2
405,Canada,Home Decor,222.9,7,7/13/2025,1560.3
406,Germany,Electronics,77.99,1,1/8/2025,77.99
407,India,Toys,167.46,9,1/29/2025,1507.14
408,Brazil,Books,219.84,4,4/22/2025,879.36
409,India,Beauty,48.86,3,6/10/2025,146.58
410,UAE,Books,114.2,1,5/11/2025,114.2
411,Canada,Books,301.12,4,7/7/2025,1204.48
412,China,Grocery,369.15,9,6/12/2025,3322.35
413,UAE,Electronics,499.18,6,7/16/2025,2995.08
414,USA,Beauty,466.89,6,7/23/2025,2801.34
415,Pakistan,Beauty,323.07,1,7/31/2025,323.07
416,UAE,Books,213.52,2,4/19/2025,427.04
417,Brazil,Electronics,319.91,6,10/3/2025,1919.46
418,Brazil,Home Decor,393.9,2,3/14/2025,787.8
419,UAE,Beauty,63.58,3,6/16/2025,190.74
420,Germany,Home Decor,207.9,4,9/17/2025,831.6
421,Pakistan,Electronics,420.7,5,8/31/2025,2103.5
422,USA,Home Decor,195,9,10/2/2025,1755
423,UAE,Fashion,288.08,4,4/12/2025,1152.32
424,Germany,Grocery,295.95,9,6/22/2025,2663.55
425,Brazil,Sports,96.32,3,6/20/2025,288.96
426,Brazil,Beauty,184.31,8,5/21/2025,1474.48
427,Canada,Toys,170.58,1,7/7/2025,170.58
428,UAE,Grocery,17.97,9,3/27/2025,161.73
429,Pakistan,Sports,16.97,9,2/21/2025,152.73
430,UK,Home Decor,416.69,2,4/21/2025,833.38
431,Pakistan,Beauty,140.17,4,2/12/2025,560.68
432,Brazil,Home Decor,261.45,8,7/30/2025,2091.6
433,Brazil,Fashion,152.87,7,7/19/2025,1070.09
434,India,Electronics,470.64,1,10/25/2025,470.64
435,Brazil,Beauty,133.35,5,8/28/2025,666.75
436,USA,Sports,217.68,7,4/25/2025,1523.76
437,Australia,Sports,437,4,1/26/2025,1748
438,UAE,Fashion,421.76,1,10/26/2025,421.76
439,Pakistan,Fashion,97.12,9,3/18/2025,874.08
440,Australia,Books,402.31,5,5/17/2025,2011.55
441,Germany,Beauty,231.8,2,1/20/2025,463.6
442,UK,Home Decor,244.07,8,7/30/2025,1952.56
443,USA,Toys,71.07,2,8/28/2025,142.14
444,Pakistan,Sports,44.9,3,2/8/2025,134.7
445,Australia,Sports,365.33,1,9/25/2025,365.33
446,UK,Fashion,250.75,2,7/26/2025,501.5
447,India,Grocery,221.24,7,9/24/2025,1548.68
448,USA,Fashion,366.11,2,6/3/2025,732.22
449,USA,Toys,383.93,6,2/11/2025,2303.58
450,India,Home Decor,83.66,3,1/11/2025,250.98
451,UAE,Home Decor,307.06,4,10/21/2025,1228.24
452,India,Grocery,72,8,4/8/2025,576
453,USA,Sports,376.93,3,10/2/2025,1130.79
454,USA,Fashion,330.19,6,8/18/2025,1981.14
455,Australia,Books,478.52,1,8/8/2025,478.52
456,Brazil,Home Decor,39.13,7,3/6/2025,273.91
457,UK,Toys,33.24,8,8/20/2025,265.92
458,India,Beauty,144.68,8,2/21/2025,1157.44
459,UK,Electronics,134.54,3,9/20/2025,403.62
460,India,Electronics,127.25,1,9/24/2025,127.25
461,Germany,Electronics,453.6,9,6/3/2025,4082.4
462,USA,Books,128.53,6,5/20/2025,771.18
463,Brazil,Sports,139.62,9,2/20/2025,1256.58
464,Australia,Fashion,380.9,7,4/27/2025,2666.3
465,Brazil,Grocery,227.62,1,2/15/2025,227.62
466,Brazil,Books,389.47,1,3/29/2025,389.47
467,Brazil,Books,37.36,6,7/27/2025,224.16
468,UK,Home Decor,246.35,5,9/26/2025,1231.75
469,India,Beauty,21.64,9,3/30/2025,194.76
470,China,Books,36.01,2,4/28/2025,72.02
471,Germany,Toys,453.69,8,2/23/2025,3629.52
472,Pakistan,Beauty,73.93,5,4/26/2025,369.65
473,Brazil,Toys,268.55,2,4/28/2025,537.1
474,UAE,Sports,208.49,6,9/17/2025,1250.94
475,UK,Fashion,176.93,8,3/16/2025,1415.44
476,Australia,Electronics,450.42,4,11/1/2025,1801.68
477,Pakistan,Books,15.8,2,1/7/2025,31.6
478,China,Fashion,333.58,5,5/2/2025,1667.9
479,UAE,Sports,481.88,2,1/11/2025,963.76
480,China,Grocery,282.28,2,8/3/2025,564.56
481,Pakistan,Grocery,468.73,6,10/6/2025,2812.38
482,Brazil,Sports,30.87,9,1/28/2025,277.83
483,UAE,Toys,212.3,4,8/23/2025,849.2
484,China,Home Decor,133.78,6,1/26/2025,802.68
485,Australia,Home Decor,366.76,7,2/23/2025,2567.32
486,India,Toys,490.74,6,1/29/2025,2944.44
487,USA,Grocery,131.98,8,6/13/2025,1055.84
488,India,Grocery,328.82,4,9/27/2025,1315.28
489,Pakistan,Books,103.06,1,2/4/2025,103.06
490,UK,Grocery,284.84,7,10/13/2025,1993.88
491,USA,Fashion,234.65,3,9/30/2025,703.95
492,Germany,Grocery,486.14,6,7/27/2025,2916.84
493,Australia,Beauty,306.22,2,8/26/2025,612.44
494,Germany,Books,178.01,9,4/3/2025,1602.09
495,UAE,Electronics,61.48,1,6/22/2025,61.48
496,USA,Grocery,79.87,6,3/20/2025,479.22
497,Germany,Toys,116.53,6,4/20/2025,699.18
498,Germany,Electronics,129.23,5,8/5/2025,646.15
499,China,Fashion,426.05,5,4/16/2025,2130.25
500,India,Toys,282.81,1,2/16/2025,282.81
501,China,Electronics,264.08,5,6/30/2025,1320.4
502,USA,Toys,61.81,2,3/5/2025,123.62
